829,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO","ALFA ROMEO",1570.00,"BENZ",78,"01/01/1990","0",,1240
833,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BRESCIA","MERCEDES",1997.00,"BENZ",90,"23/10/1990","0",,1680
834,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO","CITROEN",1124.00,"BENZ",40,"31/10/1990","0",,1100
841,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO","FIAT - INNOCENTI",1367.00,"GASOL",51,"19/01/1988","0",,1280
848,"A","AUTOCARRO PER TRASPORTO DI COSE","PROPRIO","CREMONA",,5883.00,"GASOL",91,"01/01/1987","0",,7500
855,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO","VOLKSWAGEN",1781.00,"BENZ",100,"01/01/1988","0",,1410
859,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO",,602.00,"BENZ",21,"01/01/1980","0",,935
866,"A","AUTOCARRO PER TRASPORTO DI COSE","PROPRIO","BERGAMO","MITSUBISHI",2477.00,"GASOL",62,"01/01/1987","0",,2115
879,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","LODI","SSANGJONG",1998.00,"GASOL",104,"11/01/2006","3",197,2530
881,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO","DACIA",1390.00,"BENZ",55,"02/10/2008","4",165,1536
884,"A","AUTOCARRO PER TRASPORTO DI COSE","PROPRIO","VARESE","CITROEN",1399.00,"GASOL",50,"06/10/2008","4",119,1700
888,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","CREMONA","MINI",1598.00,"BENZ",88,"26/11/2008","4",129,1515
893,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","LECCO","SUZUKI",1328.00,"BENZ",68,"17/01/2006","4",143,1485
894,"M","MOTOCICLO PER TRASPORTO PERSONE","PROPRIO","MILANO","SUZUKI",999.00,"BENZ",131,"17/01/2006","2",,375
900,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MONZA E DELLA BRIANZA","FIAT - INNOCENTI",1596.00,"B/MET",76,"09/02/2005","3",167,2050
910,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","MERCEDES",2148.00,"GASOL",105,"15/10/2009","2",177,2000
911,"M","MOTOCICLO PER TRASPORTO PERSONE","PROPRIO","MONZA E DELLA BRIANZA","APRILIA",459.00,"BENZ",28,"11/06/2004","2",,444
912,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MONZA E DELLA BRIANZA","HYUNDAI",1399.00,"BENZ",71,"10/05/2007","4",146,1580
914,"M","MOTOCICLO PER TRASPORTO PERSONE","PROPRIO","MILANO","PIAGGIO",244.00,"BENZ",17,"10/05/2007","3",,410
917,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BRESCIA","NISSAN",1995.00,"GASOL",110,"29/04/2010","4",169,2255
928,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","COMO","CHRYSLER",1968.00,"GASOL",103,"13/11/2009","4",186,2380
933,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","CREMONA","TOYOTA",2231.00,"GASOL",100,"05/09/2008","4",175,2190
934,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","TOYOTA",998.00,"BENZ",50,"05/09/2008","4",108,1190
935,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","TOYOTA",998.00,"BENZ",51,"05/09/2008","4",127,1440
936,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO","TOYOTA",998.00,"BENZ",51,"05/09/2008","4",127,1440
946,"M","MOTOCICLO PER TRASPORTO PERSONE","PROPRIO","PAVIA","YAMAHA",600.00,"BENZ",72,"09/02/2005","2",,397
949,"M","MOTOCICLO PER TRASPORTO PERSONE","PROPRIO","MILANO","HONDA",125.00,"BENZ",10,"21/06/2006","3",,316
960,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BRESCIA","SKODA",1390.00,"B/GPL",63,"17/09/2009","4",162,1670
975,"A","AUTOCARRO PER TRASPORTO DI COSE","PROPRIO","MILANO","OPEL",970.00,"BENZ",33,"01/01/1991","1",,1410
977,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","LODI","FIAT - INNOCENTI",1698.00,"GASOL",52,"22/09/1995","1",,1490
978,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","MERCEDES",3199.00,"BENZ",170,"22/09/1995","2",,2080
982,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MONZA E DELLA BRIANZA","FORD",1998.00,"BENZ",90,"23/07/1991","0",,1570
984,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","FIAT - INNOCENTI",1372.00,"BENZ",98,"22/03/1994","1",,1450
986,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","RENAULT",1390.00,"BENZ",58,"24/03/1994","1",,1460
987,"A","AUTOCARRO PER TRASPORTO DI COSE","PROPRIO","MILANO","IVECO - FIAT",2500.00,"GASOL",76,"01/01/1991","0",,3500
989,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MONZA E DELLA BRIANZA","BMW",3430.00,"BENZ",153,"01/01/1988","0",,2035
991,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","VOLKSWAGEN",1598.00,"BENZ",55,"08/03/1994","1",,1525
992,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","VOLKSWAGEN",1043.00,"BENZ",33,"01/01/1986","0",,1170
993,"A","AUTOCARRO PER TRASPORTO DI COSE","PROPRIO","MILANO","VOLKSWAGEN",1398.00,"GASOL",35,"01/01/1991","1",,1200
996,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MONZA E DELLA BRIANZA","FIAT - INNOCENTI",1929.00,"GASOL",66,"09/03/1994","1",,1570
998,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","SAAB",1985.00,"BENZ",98,"14/03/1994","1",,1725
999,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","PEUGEOT",1580.00,"BENZ",68,"19/07/1991","0",,1500
1000,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","BERGAMO","RENAULT",1390.00,"BENZ",58,"15/03/1994","1",,1460
1002,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","LANCIA - AUTOBIANCHI",1995.00,"BENZ",112,"18/03/1994","1",,1800
1003,"A","AUTOVETTURA PER TRASPORTO DI PERSONE","PROPRIO","MILANO","PEUGEOT",1360.00,"BENZ",61,"23/07/1991","0",,1230
1006,"A","AUTOCARRO PER TRASPORTO DI COSE","PROPRIO","MONZA E DELLA BRIANZA","FIAT - INNOCENTI",1697.00,"GASOL",42,"30/07/1991","1",,1500
